the_transaction_id,store,customer_id,date_order,quantity_item_on_bill,total_bill_amount
2292,1,6506,30/01/2022,4,112
2293,1,2469,30/01/2022,3,44
2294,1,3958,30/01/2022,1,55.2
2295,1,6630,30/01/2022,7,162.4
2296,1,3054,30/01/2022,9,162.4
2297,1,6587,30/01/2022,2,14.4
2298,1,6861,31/01/2022,1,87.2
2299,1,5011,31/01/2022,2,94.4
2300,1,1440,31/01/2022,5,68
2301,1,4346,31/01/2022,4,113.6
2302,1,214,31/01/2022,10,231.2
2303,1,6969,31/01/2022,4,73.6
2304,1,7031,01/02/2022,5,75.2
2305,1,4555,01/02/2022,1,15.2
2306,1,4991,01/02/2022,5,125.6
2307,1,5396,01/02/2022,3,58.4
2308,1,2716,01/02/2022,2,3334.4
2309,1,743,02/02/2022,4,55.2
2310,1,4532,02/02/2022,1,15.2
2311,1,2806,02/02/2022,1,12
2312,1,5369,02/02/2022,0,0
2313,1,493,03/02/2022,1,7.2
2314,1,1577,03/02/2022,3,77.6
2315,1,333,03/02/2022,12,531.2
2316,1,5042,03/02/2022,5,138.4
2317,1,7708,03/02/2022,3,61.6
2318,1,7710,03/02/2022,2,14.4
2319,1,5221,03/02/2022,1,12
2320,1,7730,04/02/2022,15,510.4
2321,1,4050,04/02/2022,6,571.2
2322,1,5206,04/02/2022,5,136.8
2323,1,4794,04/02/2022,2,62.4
2324,1,5643,25/01/2022,1,20
2325,1,2076,25/01/2022,2,40
2326,1,1080,27/01/2022,11,436
2327,1,5929,27/01/2022,7,188.8
2328,1,5440,27/01/2022,5,176.8
2329,1,3564,28/01/2022,2,64.8
2330,1,1525,28/01/2022,2,75.2
2331,1,6114,29/01/2022,2,159.2
2332,1,6123,29/01/2022,1,47.2
2333,1,6124,29/01/2022,2,54.4
2334,1,1293,29/01/2022,4,121.6
2335,1,3571,29/01/2022,3,47.2
2336,1,3217,29/01/2022,1,71.2
2337,1,4134,30/01/2022,5,148
2338,1,1533,30/01/2022,2,254.4
2339,1,3528,30/01/2022,8,299.2
2340,1,3875,30/01/2022,2,78.4
2341,1,6609,30/01/2022,2,30.4
2342,1,4317,30/01/2022,17,380
2343,1,4205,30/01/2022,6,220.8
2344,1,4383,30/01/2022,6,144
2345,1,4559,30/01/2022,6,113.6
2346,1,2534,30/01/2022,1,47.2
2347,1,5499,30/01/2022,0,0
2348,1,4427,31/01/2022,1,95.2
2349,1,4220,31/01/2022,1,55.2
2350,1,488,31/01/2022,3,48
2351,1,3437,31/01/2022,4,270.4
2352,1,1820,31/01/2022,7,87.2
2353,1,1637,31/01/2022,6,268.8
2354,1,6989,31/01/2022,1,12
2355,1,7008,01/02/2022,2,35.2
2356,1,7037,01/02/2022,12,205.6
2357,1,5669,01/02/2022,8,192.8
2358,1,5138,01/02/2022,5,162.4
2359,1,7226,01/02/2022,2,894.4
2360,1,2517,01/02/2022,3,42.4
2361,1,4502,02/02/2022,2,30.4
2362,1,2042,02/02/2022,4,159.2
2363,1,3225,02/02/2022,1,23.2
2364,1,788,02/02/2022,6,177.6
2365,1,4883,03/02/2022,8,219.2
2366,1,7562,03/02/2022,1,23.2
2367,1,7637,03/02/2022,5,120.8
2368,1,2866,03/02/2022,1,39.2
2369,1,7789,04/02/2022,7,280.8
2370,1,1938,04/02/2022,1,47.2
2371,1,3656,04/02/2022,1,23.2
2372,1,254,04/02/2022,2,27.2
2373,1,5136,04/02/2022,3,58.4
2374,1,7898,04/02/2022,1,47.2
2375,1,4614,25/01/2022,4,71.2
2376,1,4417,25/01/2022,3,45.6
2377,1,3557,25/01/2022,3,98.4
2378,1,2439,26/01/2022,3,66.4
2379,1,5713,26/01/2022,2,83.2
2380,1,5756,26/01/2022,5,59.2
2381,1,5801,27/01/2022,2,91.2
2382,1,1966,27/01/2022,2,40
2383,1,5940,27/01/2022,2,30.4
2384,1,727,28/01/2022,2,494.4
2385,1,1286,28/01/2022,6,155.2
2386,1,192,28/01/2022,3,93.6
2387,1,5753,28/01/2022,5,152.8
2388,1,2377,28/01/2022,9,191.2
2389,1,3433,28/01/2022,19,468.8
2390,1,4038,29/01/2022,7,191.2
2391,1,4128,29/01/2022,2,254.4
2392,1,6198,29/01/2022,1,119.2
2393,1,485,29/01/2022,2,171.2
2394,1,3503,29/01/2022,5,158.4
2395,1,27,29/01/2022,1,5.6
2396,1,6315,29/01/2022,32,766.4
2397,1,4740,29/01/2022,3,21.6
2398,1,1799,29/01/2022,3,117.6
2399,1,6463,30/01/2022,1,71.2
2400,1,5435,30/01/2022,2,35.2
2401,1,3214,30/01/2022,12,312
2402,1,3541,30/01/2022,3,143.2
2403,1,182,30/01/2022,0,-8
2404,1,6677,30/01/2022,11,360
2405,1,6740,30/01/2022,13,247.2
2406,1,4155,30/01/2022,5,114.4
2407,1,4736,30/01/2022,1,31.2
2408,1,6783,31/01/2022,1,31.2
2409,1,3595,31/01/2022,7,155.2
2410,1,5999,31/01/2022,1,36
2411,1,426,01/02/2022,1,31.2
2412,1,7100,01/02/2022,5,179.2
2413,1,4287,01/02/2022,5,204
2414,1,4402,01/02/2022,1,55.2
2415,1,1319,01/02/2022,4,316.8
2416,1,4751,01/02/2022,3,60
2417,1,7215,01/02/2022,4,44
2418,1,7226,01/02/2022,1,7.2
2419,1,2909,02/02/2022,4,204.8
2420,1,7341,02/02/2022,3,50.4
2421,1,4426,02/02/2022,1,31.2
2422,1,3015,02/02/2022,7,180
2423,1,5181,02/02/2022,0,-26.4
2424,1,989,02/02/2022,1,47.2
2425,1,7507,02/02/2022,2,38.4
2426,1,7612,03/02/2022,8,153.6
2427,1,5069,03/02/2022,18,72
2428,1,7664,03/02/2022,3,82.4
2429,1,1860,03/02/2022,1,15.2
2430,1,2756,03/02/2022,1,17.6
2431,1,2670,03/02/2022,4,127.2
2432,1,2830,03/02/2022,3,101.6
2433,1,4429,04/02/2022,12,366.4
2434,1,3663,04/02/2022,5,204
2435,1,7866,04/02/2022,6,118.4
2436,1,435,04/02/2022,10,225.6
2437,1,3660,25/01/2022,3,66.4
2438,1,3941,25/01/2022,7,176.8
2439,1,5530,25/01/2022,2,78.4
2440,1,1557,26/01/2022,10,270.4
2441,1,1570,26/01/2022,9,134.4
2442,1,3897,26/01/2022,6,137.6
2443,1,5711,26/01/2022,7,204
2444,1,1944,26/01/2022,4,116.8
2445,1,4262,26/01/2022,8,270.4
2446,1,1353,27/01/2022,6,187.2
2447,1,5834,27/01/2022,1,20
2448,1,3404,27/01/2022,2,46.4
2449,1,2732,28/01/2022,1,28
2450,1,2587,28/01/2022,4,115.2
2451,1,3656,28/01/2022,1,39.2
2452,1,4990,28/01/2022,1,12
2453,1,6097,28/01/2022,11,293.6
2454,1,4885,29/01/2022,3,47.2
2455,1,3958,29/01/2022,3,122.4
2456,1,3397,29/01/2022,2,17.6
2457,1,6254,29/01/2022,3,197.6
2458,1,5167,29/01/2022,2,62.4
2459,1,4377,29/01/2022,24,427.2
2460,1,5320,29/01/2022,1,28
2461,1,89,29/01/2022,3,79.2
2462,1,6435,29/01/2022,6,169.6
2463,1,350,30/01/2022,4,74.4
2464,1,6498,30/01/2022,3,61.6
2465,1,6550,30/01/2022,8,121.6
2466,1,4777,30/01/2022,1,31.2
2467,1,2583,30/01/2022,1,4
2468,1,3285,30/01/2022,5,85.6
2469,1,6659,30/01/2022,5,261.6
2470,1,5255,30/01/2022,1,23.2
2471,1,1762,30/01/2022,5,136.8
2472,1,4073,31/01/2022,8,519.2
2473,1,2562,31/01/2022,1,20
2474,1,713,31/01/2022,2,24.8
2475,1,5013,31/01/2022,0,0
2476,1,7033,01/02/2022,5,141.6
2477,1,2966,01/02/2022,1,44
2478,1,6994,01/02/2022,3,53.6
2479,1,7097,01/02/2022,9,139.2
2480,1,7166,01/02/2022,3,77.6
2481,1,7173,01/02/2022,4,118.4
2482,1,3943,01/02/2022,4,108.8
2483,1,7577,03/02/2022,14,508.8
2484,1,7601,03/02/2022,5,36
2485,1,157,03/02/2022,2,29.6
2486,1,5227,03/02/2022,3,96.8
2487,1,1595,03/02/2022,6,195.2
2488,1,4917,03/02/2022,2,43.2
2489,1,5539,25/01/2022,1,15.2
2490,1,283,25/01/2022,3,35.2
2491,1,5062,25/01/2022,8,120
2492,1,4703,26/01/2022,1,7.2
2493,1,5724,26/01/2022,4,126.4
2494,1,5734,26/01/2022,2,70.4
2495,1,3713,26/01/2022,15,356.8
2496,1,3656,27/01/2022,2,24
2497,1,1526,27/01/2022,30,739.2
2498,1,2152,27/01/2022,3,55.2
2499,1,6090,28/01/2022,3,34.4
2500,1,2091,28/01/2022,8,142.4
2501,1,6133,29/01/2022,2,29.6
2502,1,634,29/01/2022,5,104.8
2503,1,3958,29/01/2022,6,145.6
2504,1,4515,29/01/2022,2,62.4
2505,1,2956,29/01/2022,2,16.8
2506,1,321,29/01/2022,2,46.4
2507,1,4889,29/01/2022,1,4
2508,1,3475,29/01/2022,4,67.2
2509,1,5957,29/01/2022,1,199.2
2510,1,6462,30/01/2022,3,59.2
2511,1,4117,30/01/2022,3,71.2
2512,1,4428,30/01/2022,19,502.4
2513,1,6196,30/01/2022,1,55.2
2514,1,4291,31/01/2022,5,96.8
2515,1,4286,31/01/2022,1,31.2
2516,1,6772,31/01/2022,-1,-55.2
2517,1,5491,31/01/2022,5,64
2518,1,7068,01/02/2022,2,27.2
2519,1,2262,01/02/2022,2,87.2
2520,1,7113,01/02/2022,1,55.2
2521,1,7116,01/02/2022,1,55.2
2522,1,4549,01/02/2022,1,28
2523,1,2481,01/02/2022,2,62.4
2524,1,2518,01/02/2022,12,230.4
2525,1,6835,01/02/2022,0,0
2526,1,1922,01/02/2022,10,214.4
2527,1,7438,02/02/2022,6,102.4
2528,1,3656,02/02/2022,1,55.2
2529,1,1466,02/02/2022,0,0
2530,1,1885,02/02/2022,1,39.2
2531,1,7660,03/02/2022,5,74.4
2532,1,4943,03/02/2022,4,78.4
2533,1,7739,04/02/2022,8,223.2
2534,1,1965,04/02/2022,2,78.4
2535,1,1233,04/02/2022,0,0
2536,1,7878,04/02/2022,3,40
2537,1,1078,25/01/2022,3,85.6
2538,1,2550,25/01/2022,2,115.2
2539,1,2494,25/01/2022,4,124.8
2540,1,5432,26/01/2022,4,86.4
2541,1,2410,26/01/2022,15,365.6
2542,1,5686,26/01/2022,4,217.6
2543,1,5721,26/01/2022,3,82.4
2544,1,5820,27/01/2022,1,9.6
2545,1,1565,27/01/2022,1,12
2546,1,2531,27/01/2022,11,284
2547,1,2651,27/01/2022,3,32.8
2548,1,5466,28/01/2022,4,316.8
2549,1,3656,28/01/2022,4,105.6
2550,1,3656,28/01/2022,2,70.4
2551,1,4771,29/01/2022,5,100
2552,1,6227,29/01/2022,3,218.4
2553,1,6259,29/01/2022,1,367.2
2554,1,3958,29/01/2022,2,48
2555,1,4288,29/01/2022,8,237.6
2556,1,6303,29/01/2022,10,324.8
2557,1,6334,29/01/2022,6,180
2558,1,4810,29/01/2022,1,20
2559,1,6436,29/01/2022,4,139.2
2560,1,741,30/01/2022,6,102.4
2561,1,2471,30/01/2022,16,200
2562,1,3357,30/01/2022,2,30.4
2563,1,3265,30/01/2022,7,199.2
2564,1,1068,30/01/2022,-1,8.8
2565,1,6754,30/01/2022,1,52
2566,1,2866,31/01/2022,1,12
2567,1,3656,31/01/2022,1,15.2
2568,1,3868,31/01/2022,5,108
2569,1,2185,31/01/2022,1,9.6
2570,1,5297,31/01/2022,4,105.6
2571,1,1889,31/01/2022,9,293.6
2572,1,3703,31/01/2022,1,15.2
2573,1,6960,31/01/2022,1,31.2
2574,1,5297,31/01/2022,1,95.2
2575,1,4575,01/02/2022,24,487.2
2576,1,3209,01/02/2022,4,102.4
2577,1,4871,01/02/2022,5,94.4
2578,1,1532,01/02/2022,1,31.2
2579,1,2393,01/02/2022,3,37.6
2580,1,3396,02/02/2022,3,21.6
2581,1,7280,02/02/2022,6,176
2582,1,504,02/02/2022,11,180
2583,1,3522,02/02/2022,3,100.8
2584,1,7323,02/02/2022,11,541.6
2585,1,7495,02/02/2022,11,305.6
2586,1,3656,02/02/2022,1,23.2
2587,1,2962,03/02/2022,3,71.2
2588,1,4137,03/02/2022,1,15.2
2589,1,4403,03/02/2022,6,177.6
2590,1,2537,03/02/2022,4,105.6
2591,1,7639,03/02/2022,10,345.6
2592,1,3656,03/02/2022,1,12
2593,1,7481,03/02/2022,4,108.8
2594,1,1667,03/02/2022,3,55.2
2595,1,7723,04/02/2022,1,20
2596,1,4462,04/02/2022,1,31.2
2597,1,1111,04/02/2022,2,62.4
2598,1,1521,04/02/2022,2,54.4
2599,1,4426,04/02/2022,1,15.2
2600,1,2127,04/02/2022,2,35.2
2601,1,7898,04/02/2022,9,356
2602,1,4906,04/02/2022,3,28.8
2603,1,3443,25/01/2022,11,288.8
2604,1,3958,26/01/2022,1,15.2
2605,1,1311,26/01/2022,1,55.2
2606,1,373,26/01/2022,30,1416
2607,1,3986,26/01/2022,3,189.6
2608,1,5776,26/01/2022,8,266.4
2609,1,1726,27/01/2022,1,20
2610,1,1725,27/01/2022,3,55.2
2611,1,5893,27/01/2022,2,310.4
2612,1,4762,27/01/2022,8,508.8
2613,1,6169,29/01/2022,6,152
2614,1,3958,29/01/2022,2,11.2
2615,1,3993,29/01/2022,2,21.6
2616,1,124,29/01/2022,1,103.2
2617,1,6403,29/01/2022,6,136
2618,1,3656,29/01/2022,2,64
2619,1,345,30/01/2022,9,223.2
2620,1,4518,30/01/2022,10,188
2621,1,2940,30/01/2022,13,367.2
2622,1,6629,30/01/2022,9,215.2
2623,1,3489,30/01/2022,5,152.8
2624,1,6639,30/01/2022,3,93.6
2625,1,914,30/01/2022,7,118.4
2626,1,6758,30/01/2022,14,463.2
2627,1,5299,31/01/2022,4,123.2
2628,1,2386,31/01/2022,2,13.6
2629,1,3656,31/01/2022,1,63.2
2630,1,5133,31/01/2022,1,15.2
2631,1,6955,31/01/2022,18,268.8
2632,1,242,01/02/2022,5,392.8
2633,1,4223,01/02/2022,6,265.6
2634,1,2906,01/02/2022,1,47.2
2635,1,1628,01/02/2022,5,98.4
2636,1,5118,01/02/2022,15,378.4
2637,1,7195,01/02/2022,8,203.2
2638,1,523,01/02/2022,2,56
2639,1,7371,02/02/2022,8,238.4
2640,1,4426,02/02/2022,1,9.6
2641,1,1139,02/02/2022,1,103.2
2642,1,4017,02/02/2022,3,70.4
2643,1,3656,02/02/2022,11,295.2
2644,1,1199,03/02/2022,1,20
2645,1,444,03/02/2022,3,66.4
2646,1,7697,03/02/2022,6,73.6
2647,1,7711,03/02/2022,5,80.8
2648,1,1587,04/02/2022,8,219.2
2649,1,7741,04/02/2022,1,23.2
2650,1,1282,04/02/2022,7,204.8
2651,1,7795,04/02/2022,20,617.6
2652,1,4752,04/02/2022,3,79.2
2653,1,33,04/02/2022,8,254.4
2654,1,456,04/02/2022,4,123.2
2655,1,4265,04/02/2022,2,31.2
2656,1,1276,04/02/2022,6,96
2657,1,2714,25/01/2022,6,178.4
2658,1,5646,25/01/2022,2,15.2
2659,1,5667,26/01/2022,2,254.4
2660,1,5689,26/01/2022,1,55.2
2661,1,3711,26/01/2022,0,16
2662,1,5765,26/01/2022,1,79.2
2663,1,4426,26/01/2022,4,76.8
2664,1,4426,26/01/2022,1,23.2
2665,1,5204,27/01/2022,0,0
2666,1,5868,27/01/2022,4,86.4
2667,1,5101,27/01/2022,7,165.6
2668,1,3958,27/01/2022,1,23.2
2669,1,5934,27/01/2022,2,40
2670,1,1207,28/01/2022,2,446.4
2671,1,5977,28/01/2022,3,53.6
2672,1,6107,28/01/2022,6,176
2673,1,3958,29/01/2022,2,24
2674,1,3958,29/01/2022,2,27.2
2675,1,224,29/01/2022,2,94.4
2676,1,5317,29/01/2022,4,436.8
2677,1,172,29/01/2022,2,190.4
2678,1,3828,30/01/2022,6,240.8
2679,1,6522,30/01/2022,3,122.4
2680,1,2746,30/01/2022,2,19.2
2681,1,6747,30/01/2022,5,125.6
2682,1,1636,30/01/2022,4,121.6
2683,1,6773,31/01/2022,0,0
2684,1,4860,31/01/2022,1,12
2685,1,4737,31/01/2022,3,149.6
2686,1,826,31/01/2022,1,87.2
2687,1,6884,31/01/2022,6,172.8
2688,1,2526,31/01/2022,1,9.6
2689,1,5297,31/01/2022,5,69.6
2690,1,6997,31/01/2022,3,69.6
2691,1,4096,01/02/2022,5,75.2
2692,1,7260,01/02/2022,2,30.4
2693,1,272,02/02/2022,2,62.4
2694,1,774,02/02/2022,1,47.2
2695,1,4547,02/02/2022,3,71.2
2696,1,548,02/02/2022,1,183.2
2697,1,5548,02/02/2022,1,55.2
2698,1,1208,03/02/2022,2,130.4
2699,1,7581,03/02/2022,6,121.6
2700,1,7643,03/02/2022,3,59.2
2701,1,1673,03/02/2022,3,93.6
2702,1,1640,03/02/2022,6,208
2703,1,1360,04/02/2022,5,74.4
2704,1,7846,04/02/2022,2,54.4
2705,1,575,04/02/2022,2,46.4
2706,1,1040,04/02/2022,9,166.4
2707,1,4571,25/01/2022,2,51.2
2708,1,4654,25/01/2022,1,207.2
2709,1,3958,25/01/2022,2,32
2710,1,5653,25/01/2022,3,117.6
2711,1,5536,26/01/2022,-1,-47.2
2712,1,5674,26/01/2022,2,62.4
2713,1,1109,26/01/2022,1,87.2
2714,1,3859,26/01/2022,3,44
2715,1,3546,26/01/2022,12,264
2716,1,3926,26/01/2022,13,239.2
2717,1,3657,26/01/2022,1,31.2
2718,1,3627,27/01/2022,7,181.6
2719,1,5939,27/01/2022,6,275.2
2720,1,5941,27/01/2022,3,80
2721,1,4723,28/01/2022,1,31.2
2722,1,3656,28/01/2022,1,47.2
2723,1,2485,29/01/2022,1,39.2
2724,1,3958,29/01/2022,2,19.2
2725,1,6225,29/01/2022,6,107.2
2726,1,3958,29/01/2022,1,15.2
2727,1,3958,29/01/2022,1,47.2
2728,1,4856,29/01/2022,-7,-87.2
2729,1,6429,29/01/2022,1,71.2
2730,1,3240,30/01/2022,18,368
2731,1,4202,30/01/2022,1,9.6
2732,1,975,30/01/2022,8,136
2733,1,2028,30/01/2022,25,476
2734,1,1507,30/01/2022,4,188.8
2735,1,865,31/01/2022,2,40
2736,1,3502,31/01/2022,1,15.2
2737,1,1858,31/01/2022,1,12
2738,1,3657,31/01/2022,0,0
2739,1,6879,31/01/2022,7,271.2
2740,1,815,31/01/2022,26,551.2
2741,1,3684,31/01/2022,2,32
2742,1,2759,31/01/2022,5,132
2743,1,2613,01/02/2022,0,0
2744,1,3577,01/02/2022,4,129.6
2745,1,1903,01/02/2022,3,141.6
2746,1,1930,01/02/2022,2,126.4
2747,1,3955,01/02/2022,3,64.8
2748,1,363,02/02/2022,4,97.6
2749,1,3702,02/02/2022,12,404.8
2750,1,3951,02/02/2022,5,78.4
2751,1,7401,02/02/2022,13,480.8
2752,1,2678,02/02/2022,0,0
2753,1,4024,02/02/2022,5,86.4
2754,1,3882,02/02/2022,2,166.4
2755,1,2182,02/02/2022,8,203.2
2756,1,1377,02/02/2022,6,220.8
2757,1,5315,03/02/2022,3,138.4
2758,1,809,03/02/2022,2,238.4
2759,1,311,03/02/2022,8,649.6
2760,1,3892,04/02/2022,3,93.6
2761,1,668,04/02/2022,2,20
2762,1,7742,04/02/2022,3,90.4
2763,1,2674,04/02/2022,2,70.4
2764,1,7749,04/02/2022,2,94.4
2765,1,275,04/02/2022,0,0
2766,1,525,04/02/2022,1,63.2
2767,1,4118,25/01/2022,1,68
2768,1,4485,25/01/2022,4,121.6
2769,1,1088,25/01/2022,6,132.8
2770,1,401,26/01/2022,5,125.6
2771,1,4261,26/01/2022,2,14.4
2772,1,5808,27/01/2022,1,20
2773,1,5844,27/01/2022,2,126.4
2774,1,4868,27/01/2022,5,124
2775,1,580,27/01/2022,4,68.8
2776,1,4487,27/01/2022,3,205.6
2777,1,4233,27/01/2022,24,429.6
2778,1,2331,28/01/2022,2,40
2779,1,5995,28/01/2022,2,43.2
2780,1,1787,28/01/2022,1,20
2781,1,6023,28/01/2022,1,15.2
2782,1,6060,28/01/2022,1,20
2783,1,3656,28/01/2022,1,12
2784,1,4923,28/01/2022,5,148
2785,1,6109,28/01/2022,1,31.2
2786,1,1104,28/01/2022,16,399.2
2787,1,4426,29/01/2022,1,479.2
2788,1,6131,29/01/2022,5,160.8
2789,1,2935,29/01/2022,13,228
2790,1,6235,29/01/2022,2,46.4
2791,1,4378,29/01/2022,13,544.8
2792,1,3958,29/01/2022,15,268
2793,1,3511,29/01/2022,18,428.8
2794,1,3871,29/01/2022,3,66.4
2795,1,3958,29/01/2022,4,70.4
2796,1,5132,29/01/2022,2,21.6
2797,1,4309,29/01/2022,10,254.4
2798,1,6484,30/01/2022,3,95.2
2799,1,6499,30/01/2022,3,271.2
2800,1,1753,30/01/2022,2,43.2
2801,1,6558,30/01/2022,1,71.2
2802,1,415,30/01/2022,6,54.4
2803,1,6589,30/01/2022,9,137.6
2804,1,2046,30/01/2022,2,78.4
2805,1,6737,30/01/2022,1,8
2806,1,6746,30/01/2022,5,82.4
2807,1,268,31/01/2022,4,139.2
2808,1,6922,31/01/2022,4,84.8
2809,1,6929,31/01/2022,3,138.4
2810,1,4812,01/02/2022,6,93.6
2811,1,7019,01/02/2022,22,396.8
2812,1,7098,01/02/2022,3,98.4
2813,1,1696,01/02/2022,4,92.8
2814,1,859,01/02/2022,8,120
2815,1,3331,02/02/2022,7,252
2816,1,5124,02/02/2022,4,148.8
2817,1,365,02/02/2022,9,212
2818,1,2543,02/02/2022,3,101.6
2819,1,1999,02/02/2022,3,45.6
2820,1,745,02/02/2022,3,35.2
2821,1,1048,02/02/2022,1,55.2
2822,1,7584,03/02/2022,1,31.2
2823,1,5096,03/02/2022,2,30.4
2824,1,2203,03/02/2022,1,9.6
2825,1,7735,04/02/2022,1,79.2
2826,1,2776,04/02/2022,5,132.8
2827,1,7758,04/02/2022,18,685.6
2828,1,7781,04/02/2022,4,105.6
2829,1,2511,04/02/2022,9,246.4
2830,1,463,04/02/2022,1,183.2
2831,1,748,04/02/2022,2,115.2
2832,1,1490,04/02/2022,3,98.4
2833,1,554,04/02/2022,2,40.8
2834,1,3958,26/01/2022,0,0
2835,1,4241,26/01/2022,2,62.4
2836,1,957,26/01/2022,2,41.6
2837,1,474,27/01/2022,6,134.4
2838,1,1328,28/01/2022,7,126.4
2839,1,1567,28/01/2022,4,137.6
2840,1,920,29/01/2022,12,176
2841,1,4041,29/01/2022,1,15.2
2842,1,63,29/01/2022,3,26.4
2843,1,5008,29/01/2022,4,132
2844,1,6277,29/01/2022,2,67.2
2845,1,6323,29/01/2022,4,119.2
2846,1,379,29/01/2022,2,78.4
2847,1,364,29/01/2022,1,31.2
2848,1,6487,30/01/2022,5,304.8
2849,1,5136,30/01/2022,1,0
2850,1,1867,30/01/2022,18,504
2851,1,6835,31/01/2022,22,940
2852,1,2121,31/01/2022,12,260
2853,1,1858,31/01/2022,8,208
2854,1,5563,01/02/2022,6,127.2
2855,1,1535,01/02/2022,1,7.2
2856,1,2963,01/02/2022,9,148.8
2857,1,7175,01/02/2022,3,19.2
2858,1,3927,01/02/2022,1,7.2
2859,1,1254,01/02/2022,5,168.8
2860,1,667,02/02/2022,2,38.4
2861,1,2078,02/02/2022,3,95.2
2862,1,3861,02/02/2022,10,168
2863,1,7528,03/02/2022,1,31.2
2864,1,5360,03/02/2022,4,55.2
2865,1,7607,03/02/2022,3,44.8
2866,1,1657,03/02/2022,3,36.8
2867,1,7662,03/02/2022,2,35.2
2868,1,3915,03/02/2022,1,20
2869,1,4131,03/02/2022,2,30.4
2870,1,4273,03/02/2022,7,501.6
2871,1,3656,04/02/2022,1,5.6
2872,1,4247,04/02/2022,2,27.2
2873,1,1503,25/01/2022,6,235.2
2874,1,3953,25/01/2022,6,136
2875,1,1770,25/01/2022,2,134.4
2876,1,3958,25/01/2022,8,200.8
2877,1,5648,25/01/2022,2,30.4
2878,1,253,25/01/2022,15,426.4
2879,1,1431,26/01/2022,1,10.4
2880,1,4767,26/01/2022,3,186.4
2881,1,3515,26/01/2022,1,7.2
2882,1,5216,26/01/2022,2,48
2883,1,5773,26/01/2022,2,286.4
2884,1,5774,26/01/2022,1,39.2
2885,1,4898,26/01/2022,3,61.6
2886,1,5809,27/01/2022,6,149.6
2887,1,5297,27/01/2022,2,29.6
2888,1,5149,27/01/2022,2,27.2
2889,1,5844,27/01/2022,2,158.4
2890,1,5889,27/01/2022,5,98.4
2891,1,5935,27/01/2022,4,94.4
2892,1,5375,28/01/2022,2,27.2
2893,1,532,28/01/2022,3,50.4
2894,1,1371,29/01/2022,7,189.6
2895,1,3958,29/01/2022,3,82.4
2896,1,4756,29/01/2022,5,69.6
2897,1,2794,29/01/2022,7,133.6
2898,1,6189,29/01/2022,1,20
2899,1,1096,29/01/2022,2,126.4
2900,1,1620,29/01/2022,3,49.6
2901,1,2388,29/01/2022,4,73.6
2902,1,6349,29/01/2022,4,81.6
2903,1,49,29/01/2022,3,106.4
2904,1,6379,29/01/2022,3,53.6
2905,1,636,29/01/2022,1,159.2
2906,1,2044,29/01/2022,2,46.4
2907,1,6328,29/01/2022,1,47.2
2908,1,4480,29/01/2022,3,45.6
2909,1,1077,30/01/2022,12,377.6
2910,1,6493,30/01/2022,6,1683.2
2911,1,2968,30/01/2022,2,46.4
2912,1,2672,30/01/2022,19,494.4
2913,1,5259,30/01/2022,1,239.2
2914,1,1773,30/01/2022,3,77.6
2915,1,6724,30/01/2022,2,20
2916,1,6735,30/01/2022,6,75.2
2917,1,3958,31/01/2022,1,4
2918,1,769,31/01/2022,11,328.8
2919,1,1695,31/01/2022,9,157.6
2920,1,5274,01/02/2022,4,148
2921,1,7074,01/02/2022,6,123.2
2922,1,3979,01/02/2022,17,397.6
2923,1,4845,01/02/2022,2,40
2924,1,5412,01/02/2022,12,316.8
2925,1,7191,01/02/2022,2,30.4
2926,1,7203,01/02/2022,3,63.2
2927,1,7306,02/02/2022,4,124.8
2928,1,3456,02/02/2022,6,159.2
2929,1,1578,02/02/2022,8,264
2930,1,288,02/02/2022,1,151.2
2931,1,7506,02/02/2022,3,69.6
2932,1,1208,03/02/2022,3,413.6
2933,1,3959,03/02/2022,6,464
2934,1,2459,03/02/2022,3,76
2935,1,152,03/02/2022,9,242.4
2936,1,4446,03/02/2022,5,68
2937,1,5492,03/02/2022,12,198.4
2938,1,4685,04/02/2022,2,70.4
2939,1,5064,04/02/2022,3,66.4
2940,1,551,04/02/2022,2,46.4
2941,1,5595,25/01/2022,2,142.4
2942,1,3818,25/01/2022,1,52
2943,1,1102,25/01/2022,3,52.8
2944,1,3232,25/01/2022,14,302.4
2945,1,5075,26/01/2022,4,188.8
2946,1,5698,26/01/2022,8,121.6
2947,1,2742,26/01/2022,2,166.4
2948,1,4426,26/01/2022,1,39.2
2949,1,802,27/01/2022,2,18.4
2950,1,5560,27/01/2022,0,160
2951,1,114,27/01/2022,8,290.4
2952,1,1688,27/01/2022,1,28
2953,1,1089,27/01/2022,10,365.6
2954,1,5102,27/01/2022,1,8
2955,1,2832,27/01/2022,2,14.4
2956,1,5919,27/01/2022,1,47.2
2957,1,4803,27/01/2022,1,28
2958,1,4805,28/01/2022,4,110.4
2959,1,6015,28/01/2022,11,172
2960,1,26,28/01/2022,1,4.8
2961,1,6048,28/01/2022,3,86.4
2962,1,579,28/01/2022,8,286.4
2963,1,4394,28/01/2022,4,121.6
2964,1,2129,28/01/2022,5,452
2965,1,4749,28/01/2022,1,28
2966,1,88,28/01/2022,3,82.4
2967,1,6127,29/01/2022,1,55.2
2968,1,6137,29/01/2022,1,23.2
2969,1,6161,29/01/2022,4,47.2
2970,1,1741,29/01/2022,28,758.4
2971,1,3809,29/01/2022,2,110.4
2972,1,198,29/01/2022,1,4
